arch,compiler,commit_hash,method,test,omp_threads,wallclock_seconds
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1345
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1334.9
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1331.2
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,829.8
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,825.7
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,821.8
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,574.2
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,579.3
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,581.8
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,591
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,540.7
Emerald Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,593.5
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1149
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1138.4
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1152.9
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,611.8
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,608.1
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,605.2
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,336.7
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,336.6
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,335.5
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,218.9
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,226.9
Emerald Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,219.4
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,440.8
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,440.3
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,444.7
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,348.1
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,351.6
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,350.5
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,306.1
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,307.4
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,303
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,303.3
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,289.9
Emerald Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,293.3
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,666.5
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,667.5
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,665.7
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,368.5
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,368.4
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,367.2
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,222.3
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,221
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,221.8
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,175.6
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,177.9
Emerald Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,170.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1372.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1371.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1370.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,847.8
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,846.8
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,832.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,583.1
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,582.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,584.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,501.7
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,502
Emerald Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,491
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1200.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1197.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1200.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,623.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,623.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,624.2
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,332.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,337.7
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,336.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,203
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,200.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,200.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,667.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,666.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,667
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,566.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,566.7
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,566.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,518
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,516.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,518.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,500.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,503.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,497.4
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,675.8
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,673.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,677.8
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,375.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,375.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,385.2
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,233.2
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,215.6
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,224.3
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,180.9
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,180.5
Emerald Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,162.4
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1287
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1294.2
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1293.1
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,807.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,806.4
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,804.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,562.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,562.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,563.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,470.5
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,479.9
Emerald Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,465.6
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1164.9
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1154.9
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1158.6
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,603.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,605
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,604.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.2
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,328.5
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,205.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,199.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,199.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,436.9
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,432
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,435.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,360.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,360.9
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,344.1
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,321
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,310.6
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,319.1
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,286.2
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,284.5
Emerald Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,284.5
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,657.3
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,654.5
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,645.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,366.1
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,368.1
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,368.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,227.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,219.2
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,221.6
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,153.7
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,158.8
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,148.1
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1245.9
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1273.1
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1249.7
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,799
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,800.1
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,812.3
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,566.7
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,562.4
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,559.4
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,64,480.6
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,64,476.9
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,64,478.6
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,1093.6
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,1085.7
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,1085.7
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,577.9
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,575.6
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,573.1
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,321.4
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,320.2
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,320.1
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,200.4
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,200.8
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,201
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,8,451.1
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,8,468.1
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,8,448.2
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,16,359.6
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,16,376.3
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,16,381.8
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,32,315.2
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,32,316.3
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,32,332.1
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,64,304.5
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,64,309.8
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,64,318.5
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,8,632.2
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,8,633.1
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,8,659.1
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,16,361.2
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,16,359.4
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,16,357.6
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,32,219.6
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,32,215.2
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,32,216.8
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,64,157.1
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,64,154
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,64,145.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,8,1302.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,8,1309.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,8,1307.5
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,16,803.6
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,16,800
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,16,799.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,32,568
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,32,570.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,32,577
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,64,572.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,64,640.6
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,64,614.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1233.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1232.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1240.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,649.4
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,649.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,640.6
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,348.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,346.4
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,346.6
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,209.5
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,211.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,219.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,436.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,455.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,452.5
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,343.4
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,350.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,358.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,301.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,301.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,307
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,323.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,286.5
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,279.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,8,632.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,8,627.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,8,635
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,16,353.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,16,353
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,16,352.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,32,213.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,32,214.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,32,213.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,64,153.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,64,149.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,64,150.1
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,8,1006.6
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,8,1006.7
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,8,1008.7
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,16,661
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,16,656.1
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,16,658
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,32,488.4
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,32,492.9
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,32,494.9
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,64,534
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,64,599.1
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,64,817.7
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,824.3
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,823.3
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,824.1
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,439.4
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,438.6
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,438.5
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,255.4
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,247.3
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,247.7
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,169.6
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,167.4
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,168.7
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,8,294
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,8,290.4
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,8,290
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,16,206.1
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,16,205.6
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,16,207.1
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,32,164.9
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,32,164.5
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,32,164.7
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,64,157.3
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,64,148.9
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,64,231.5
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,8,559.5
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,8,557.7
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,8,553.8
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,16,329.4
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,16,326.7
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,16,326
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,32,217
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,32,212.6
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,32,215.1
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,64,169.2
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,64,170.4
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,64,168.9
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,8,1556.3
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,8,1555.8
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,8,1550.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,16,934.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,16,937.7
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,16,944.7
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,32,680.2
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,32,669.7
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,32,669
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,64,581.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,64,586.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,64,566.2
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1143.9
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1169.6
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1195.1
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,624.7
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,612
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,622.6
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,358.5
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,353.7
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,357.2
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,242.7
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,243.5
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,239.5
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,397.9
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,394.6
